Trade ID,Trade Date,Trade Time,Instrument,Symbol,Expiry Date,Strike,Option Type,Lot Size,Quantity,Buy Price,Sell Price,Buy Value,Sell Value,Gross P&L,Brokerage,STT,Exchange Charges,GST,SEBI Charges,Stamp Duty,Total Charges,Net P&L,Realized P&L %,Running Capital,Trade Duration,Market Regime,Trade Outcome
TRD0186,17-Feb-2026,13:36:38,BANKNIFTY,BANKNIFTY24FEB202651700PE,24-Feb-2026,51700,PE,15,1275,425.0,293.6,541875.0,374340.0,-167535.0,183.24,233.96,45.81,41.23,0.92,16.26,521.42,-168056.42,-31.01,9733576.44,5m,BREAKOUT,LOSS
TRD0187,18-Feb-2026,10:45:55,SENSEX,SENSEX18FEB202678300CE,18-Feb-2026,78300,CE,10,1000,178.0,86.09,178000.0,86090.0,-91910.0,52.82,53.81,13.2,11.88,0.26,5.34,137.32,-92047.32,-51.71,9641529.12,29m,BREAKOUT,LOSS
TRD0188,18-Feb-2026,11:34:08,SENSEX,SENSEX18FEB202676300PE,18-Feb-2026,76300,PE,10,1000,198.0,378.28,198000.0,378280.0,180280.0,115.26,236.43,28.81,25.93,0.58,5.94,412.94,179867.06,90.84,9821396.18,20m,BREAKOUT,WIN
TRD0189,18-Feb-2026,09:27:16,NIFTY,NIFTY24FEB202623850CE,24-Feb-2026,23850,CE,25,2500,161.0,285.63,402500.0,714075.0,311575.0,223.31,446.3,55.83,50.25,1.12,12.08,788.88,310786.12,77.21,10132182.3,19m,BREAKOUT,WIN
TRD0190,20-Feb-2026,09:22:29,BANKNIFTY,BANKNIFTY24FEB202653200CE,24-Feb-2026,53200,CE,15,1500,268.0,139.55,402000.0,209325.0,-192675.0,122.27,130.83,30.57,27.51,0.61,12.06,323.84,-192998.84,-48.01,9939183.46,36m,BREAKOUT,LOSS
TRD0191,20-Feb-2026,14:09:42,BANKNIFTY,BANKNIFTY24FEB202652900CE,24-Feb-2026,52900,CE,15,1500,302.0,166.72,453000.0,250080.0,-202920.0,140.62,156.3,35.15,31.64,0.7,13.59,378.0,-203298.0,-44.88,9735885.46,41m,BREAKOUT,LOSS
TRD0192,20-Feb-2026,11:25:03,NIFTY,NIFTY24FEB202623950CE,24-Feb-2026,23950,CE,25,2500,138.0,235.57,345000.0,588925.0,243925.0,186.78,368.08,46.7,42.03,0.93,10.35,654.87,243270.13,70.51,9979155.59,107m,BREAKOUT,WIN
TRD0193,23-Feb-2026,11:35:03,NIFTY,NIFTY24FEB202623400PE,24-Feb-2026,23400,PE,25,2500,74.0,104.04,185000.0,260100.0,75100.0,89.02,162.56,22.26,20.03,0.45,5.55,299.86,74800.14,40.43,10053955.73,98m,BREAKOUT,WIN
TRD0194,23-Feb-2026,11:04:20,SENSEX,SENSEX26FEB202677200PE,26-Feb-2026,77200,PE,10,1000,393.0,239.29,393000.0,239290.0,-153710.0,126.46,149.56,31.61,28.45,0.63,11.79,348.5,-154058.5,-39.2,9899897.23,32m,BREAKOUT,LOSS
TRD0195,23-Feb-2026,12:51:56,BANKNIFTY,BANKNIFTY24FEB202652500CE,24-Feb-2026,52500,CE,15,1500,185.0,326.23,277500.0,489345.0,211845.0,153.37,305.84,38.34,34.51,0.77,8.33,541.15,211303.85,76.15,10111201.08,25m,BREAKOUT,WIN
TRD0196,24-Feb-2026,09:15:27,NIFTY,NIFTY24FEB202623650PE,24-Feb-2026,23650,PE,25,2500,58.0,39.14,145000.0,97850.0,-47150.0,48.57,61.16,12.14,10.93,0.24,4.35,137.39,-47287.39,-32.61,10063913.69,20m,BREAKOUT,LOSS
TRD0197,24-Feb-2026,14:17:05,NIFTY,NIFTY24FEB202623750PE,24-Feb-2026,23750,PE,25,2500,44.5,20.48,111250.0,51200.0,-60050.0,32.49,32.0,8.12,7.31,0.16,3.34,83.42,-60133.42,-54.05,10003780.27,34m,BREAKOUT,LOSS
TRD0198,24-Feb-2026,10:15:47,SENSEX,SENSEX26FEB202677300PE,26-Feb-2026,77300,PE,10,1000,281.0,168.14,281000.0,168140.0,-112860.0,89.83,105.09,22.46,20.21,0.45,8.43,246.46,-113106.46,-40.25,9890673.81,10m,BREAKOUT,LOSS
TRD0199,25-Feb-2026,11:39:30,BANKNIFTY,BANKNIFTY30MAR202653600CE,30-Mar-2026,53600,CE,15,735,811.0,1206.21,596085.0,886564.35,290479.35,296.53,554.1,74.13,66.72,1.48,17.88,1010.85,289468.5,48.56,10180142.31,135m,BREAKOUT,WIN
TRD0200,25-Feb-2026,09:37:10,NIFTY,NIFTY03MAR202623650PE,03-Mar-2026,23650,PE,25,2500,176.0,97.43,440000.0,243575.0,-196425.0,136.72,152.23,34.18,30.76,0.68,13.2,367.77,-196792.77,-44.73,9983349.54,60m,BREAKOUT,LOSS
TRD0201,25-Feb-2026,13:10:35,NIFTY,NIFTY03MAR202623550PE,03-Mar-2026,23550,PE,25,2500,161.0,100.81,402500.0,252025.0,-150475.0,130.91,157.52,32.73,29.45,0.65,12.08,363.33,-150838.33,-37.48,9832511.21,9m,BREAKOUT,LOSS
TRD0202,26-Feb-2026,15:43:47,BANKNIFTY,BANKNIFTY30MAR202651800PE,30-Mar-2026,51800,PE,15,675,855.0,1301.43,577125.0,878465.25,301340.25,291.12,549.04,72.78,65.5,1.46,17.31,997.21,300343.04,52.04,10132854.25,54m,BREAKOUT,WIN
TRD0203,26-Feb-2026,11:47:54,BANKNIFTY,BANKNIFTY30MAR202653400CE,30-Mar-2026,53400,CE,15,810,947.0,1606.39,767070.0,1301175.9,534105.9,413.65,813.23,103.41,93.07,2.07,23.01,1448.45,532657.45,69.44,10665511.7,136m,BREAKOUT,WIN
TRD0204,26-Feb-2026,09:40:36,BANKNIFTY,BANKNIFTY30MAR202653300CE,30-Mar-2026,53300,CE,15,1305,756.0,1163.46,986580.0,1518315.3,531735.3,500.98,948.95,125.24,112.72,2.5,29.6,1719.99,530015.31,53.72,11195527.01,53m,BREAKOUT,WIN
TRD0205,27-Feb-2026,10:25:33,SENSEX,SENSEX05MAR202678700CE,05-Mar-2026,78700,CE,10,1000,563.0,292.33,563000.0,292330.0,-270670.0,171.07,182.71,42.77,38.49,0.86,16.89,452.77,-271122.77,-48.16,10924404.24,40m,BREAKOUT,LOSS
TRD0206,27-Feb-2026,09:34:51,BANKNIFTY,BANKNIFTY30MAR202653900CE,30-Mar-2026,53900,CE,15,945,1026.0,604.31,969570.0,571072.95,-398497.05,308.13,356.92,77.03,69.33,1.54,29.09,842.04,-399339.09,-41.19,10525065.15,14m,BREAKOUT,LOSS
TRD0207,27-Feb-2026,14:20:13,NIFTY,NIFTY03MAR202623900CE,03-Mar-2026,23900,CE,25,2500,166.0,283.72,415000.0,709300.0,294300.0,224.86,443.31,56.22,50.59,1.12,12.45,788.56,293511.44,70.73,10818576.59,124m,BREAKOUT,WIN
TRD0208,03-Mar-2026,11:27:33,NIFTY,NIFTY03MAR202623750PE,03-Mar-2026,23750,PE,25,2500,65.0,30.42,162500.0,76050.0,-86450.0,47.71,47.53,11.93,10.73,0.24,4.88,123.02,-86573.02,-53.28,10732003.57,57m,STRONG_TREND,LOSS
TRD0209,03-Mar-2026,09:19:33,BANKNIFTY,BANKNIFTY30MAR202651100PE,30-Mar-2026,51100,PE,15,1050,831.0,1863.82,872550.0,1957011.0,1084461.0,565.91,1223.13,141.48,127.33,2.83,26.18,2086.86,1082374.14,124.05,11814377.71,73m,STRONG_TREND,WIN
TRD0210,03-Mar-2026,11:25:28,NIFTY,NIFTY03MAR202623700PE,03-Mar-2026,23700,PE,25,2500,76.0,177.07,190000.0,442675.0,252675.0,126.54,276.67,31.63,28.47,0.63,5.7,469.64,252205.36,132.74,12066583.07,174m,STRONG_TREND,WIN
TRD0211,03-Mar-2026,11:07:41,BANKNIFTY,BANKNIFTY30MAR202652200CE,30-Mar-2026,52200,CE,15,945,932.0,421.44,880740.0,398260.8,-482479.2,255.8,248.91,63.95,57.56,1.28,26.42,653.92,-483133.12,-54.86,11583449.95,23m,STRONG_TREND,LOSS
TRD0212,04-Mar-2026,14:26:11,SENSEX,SENSEX05MAR202676700PE,05-Mar-2026,76700,PE,10,1000,299.0,190.66,299000.0,190660.0,-108340.0,97.93,119.16,24.48,22.03,0.49,8.97,273.07,-108613.07,-36.33,11474836.88,8m,STRONG_TREND,LOSS
TRD0213,04-Mar-2026,09:15:19,BANKNIFTY,BANKNIFTY30MAR202651600PE,30-Mar-2026,51600,PE,15,855,1067.0,525.47,912285.0,449276.85,-463008.15,272.31,280.8,68.08,61.27,1.36,27.37,711.19,-463719.34,-50.83,11011117.54,50m,STRONG_TREND,LOSS
TRD0214,04-Mar-2026,09:50:36,NIFTY,NIFTY10MAR202623400PE,10-Mar-2026,23400,PE,25,2500,184.0,276.31,460000.0,690775.0,230775.0,230.16,431.73,57.54,51.78,1.15,13.8,786.16,229988.84,50.0,11241106.38,83m,STRONG_TREND,WIN
TRD0215,05-Mar-2026,13:06:01,BANKNIFTY,BANKNIFTY30MAR202653300CE,30-Mar-2026,53300,CE,15,1245,962.0,628.16,1197690.0,782059.2,-415630.8,395.95,488.79,98.99,89.09,1.98,35.93,1110.72,-416741.52,-34.8,10824364.86,11m,STRONG_TREND,LOSS
TRD0216,05-Mar-2026,09:52:20,SENSEX,SENSEX05MAR202678000PE,05-Mar-2026,78000,PE,10,1000,225.0,432.28,225000.0,432280.0,207280.0,131.46,270.18,32.86,29.58,0.66,6.75,471.48,206808.52,91.91,11031173.38,51m,STRONG_TREND,WIN
TRD0217,05-Mar-2026,09:27:28,NIFTY,NIFTY10MAR202624150CE,10-Mar-2026,24150,CE,25,2500,210.0,87.29,525000.0,218225.0,-306775.0,148.65,136.39,37.16,33.45,0.74,15.75,372.14,-307147.14,-58.5,10724026.24,29m,STRONG_TREND,LOSS
TRD0218,06-Mar-2026,14:54:11,NIFTY,NIFTY10MAR202624050CE,10-Mar-2026,24050,CE,25,2500,188.0,287.07,470000.0,717675.0,247675.0,237.54,448.55,59.38,53.45,1.19,14.1,814.2,246860.8,52.52,10970887.04,95m,STRONG_TREND,WIN
TRD0219,06-Mar-2026,14:15:43,SENSEX,SENSEX12MAR202677300PE,12-Mar-2026,77300,PE,10,1000,748.0,1733.28,748000.0,1733280.0,985280.0,496.26,1083.3,124.06,111.66,2.48,22.44,1840.2,983439.8,131.48,11954326.84,114m,STRONG_TREND,WIN
TRD0220,06-Mar-2026,10:11:10,BANKNIFTY,BANKNIFTY30MAR202651400PE,30-Mar-2026,51400,PE,15,960,1100.0,508.39,1056000.0,488054.4,-567945.6,308.81,305.03,77.2,69.48,1.54,31.68,793.75,-568739.35,-53.86,11385587.49,27m,STRONG_TREND,LOSS
TRD0221,09-Mar-2026,11:04:07,SENSEX,SENSEX12MAR202677100PE,12-Mar-2026,77100,PE,10,1000,435.0,924.29,435000.0,924290.0,489290.0,271.86,577.68,67.96,61.17,1.36,13.05,993.08,488296.92,112.25,11873884.41,123m,STRONG_TREND,WIN
TRD0222,09-Mar-2026,10:01:21,NIFTY,NIFTY10MAR202624550CE,10-Mar-2026,24550,CE,25,2500,90.0,51.24,225000.0,128100.0,-96900.0,70.62,80.06,17.66,15.89,0.35,6.75,191.33,-97091.33,-43.15,11776793.08,56m,STRONG_TREND,LOSS
TRD0223,09-Mar-2026,11:50:51,BANKNIFTY,BANKNIFTY30MAR202652500CE,30-Mar-2026,52500,CE,15,1020,908.0,2198.46,926160.0,2242429.2,1316269.2,633.72,1401.52,158.43,142.59,3.17,27.78,2367.21,1313901.99,141.87,13090695.07,76m,STRONG_TREND,WIN
TRD0224,09-Mar-2026,11:14:54,NIFTY,NIFTY10MAR202624000PE,10-Mar-2026,24000,PE,25,2500,108.0,336.33,270000.0,840825.0,570825.0,222.17,525.52,55.54,49.99,1.11,8.1,862.42,569962.58,211.1,13660657.65,130m,STRONG_TREND,WIN
TRD0225,10-Mar-2026,10:55:48,SENSEX,SENSEX12MAR202677200PE,12-Mar-2026,77200,PE,10,1000,399.0,206.5,399000.0,206500.0,-192500.0,121.1,129.06,30.28,27.25,0.61,11.97,320.26,-192820.26,-48.33,13467837.39,12m,STRONG_TREND,LOSS
TRD0226,10-Mar-2026,09:15:24,NIFTY,NIFTY10MAR202623400PE,10-Mar-2026,23400,PE,25,2500,71.0,34.4,177500.0,86000.0,-91500.0,52.7,53.75,13.18,11.86,0.26,5.33,137.07,-91637.07,-51.63,13376200.32,50m,STRONG_TREND,LOSS
TRD0227,10-Mar-2026,10:32:48,NIFTY,NIFTY10MAR202624100CE,10-Mar-2026,24100,CE,25,2500,68.0,240.78,170000.0,601950.0,431950.0,154.39,376.22,38.6,34.74,0.77,5.1,609.82,431340.18,253.73,13807540.5,91m,STRONG_TREND,WIN
TRD0228,10-Mar-2026,11:29:49,BANKNIFTY,BANKNIFTY30MAR202652700CE,30-Mar-2026,52700,CE,15,1500,743.0,1444.49,1114500.0,2166735.0,1052235.0,656.25,1354.21,164.06,147.66,3.28,33.44,2358.89,1049876.11,94.2,14857416.61,175m,STRONG_TREND,WIN
TRD0229,10-Mar-2026,13:26:01,SENSEX,SENSEX12MAR202680000CE,12-Mar-2026,80000,CE,10,1000,372.0,171.19,372000.0,171190.0,-200810.0,108.64,106.99,27.16,24.44,0.54,11.16,278.94,-201088.94,-54.06,14656327.67,34m,STRONG_TREND,LOSS
TRD0230,11-Mar-2026,13:02:25,NIFTY,NIFTY17MAR202624200CE,17-Mar-2026,24200,CE,25,2500,186.0,89.24,465000.0,223100.0,-241900.0,137.62,139.44,34.41,30.96,0.69,13.95,357.07,-242257.07,-52.1,14414070.6,7m,STRONG_TREND,LOSS
TRD0231,11-Mar-2026,14:36:53,BANKNIFTY,BANKNIFTY30MAR202652300PE,30-Mar-2026,52300,PE,15,1320,940.0,2398.45,1240800.0,3165954.0,1925154.0,881.35,1978.72,220.34,198.3,4.41,37.22,3320.34,1921833.66,154.89,16335904.26,73m,STRONG_TREND,WIN
TRD0232,11-Mar-2026,09:33:57,BANKNIFTY,BANKNIFTY30MAR202651700PE,30-Mar-2026,51700,PE,15,1485,946.0,2920.71,1404810.0,4337254.35,2932444.35,1148.41,2710.78,287.1,258.39,5.74,42.14,4452.58,2927991.77,208.43,19263896.03,25m,STRONG_TREND,WIN
TRD0233,11-Mar-2026,13:22:47,BANKNIFTY,BANKNIFTY30MAR202653900CE,30-Mar-2026,53900,CE,15,1500,952.0,575.42,1428000.0,863130.0,-564870.0,458.23,539.46,114.56,103.1,2.29,42.84,1260.47,-566130.47,-39.64,18697765.56,10m,STRONG_TREND,LOSS
TRD0234,12-Mar-2026,14:44:32,SENSEX,SENSEX12MAR202679600CE,12-Mar-2026,79600,CE,10,1000,175.0,100.24,175000.0,100240.0,-74760.0,55.05,62.65,13.76,12.39,0.28,5.25,149.37,-74909.37,-42.81,18622856.19,52m,STRONG_TREND,LOSS
TRD0235,12-Mar-2026,14:49:08,SENSEX,SENSEX12MAR202677700PE,12-Mar-2026,77700,PE,10,1000,226.0,112.56,226000.0,112560.0,-113440.0,67.71,70.35,16.93,15.24,0.34,6.78,177.34,-113617.34,-50.27,18509238.85,36m,STRONG_TREND,LOSS
TRD0236,12-Mar-2026,10:03:10,NIFTY,NIFTY17MAR202623650PE,17-Mar-2026,23650,PE,25,2500,173.0,108.85,432500.0,272125.0,-160375.0,140.93,170.08,35.23,31.71,0.7,12.97,391.62,-160766.62,-37.17,18348472.23,27m,STRONG_TREND,LOSS
TRD0237,12-Mar-2026,13:00:32,NIFTY,NIFTY17MAR202623700PE,17-Mar-2026,23700,PE,25,2500,214.0,491.1,535000.0,1227750.0,692750.0,352.55,767.34,88.14,79.32,1.76,16.05,1305.17,691444.83,129.24,19039917.06,192m,STRONG_TREND,WIN
TRD0238,13-Mar-2026,12:07:35,NIFTY,NIFTY17MAR202623650PE,17-Mar-2026,23650,PE,25,2500,192.0,120.53,480000.0,301325.0,-178675.0,156.27,188.33,39.07,35.16,0.78,14.4,434.0,-179109.0,-37.31,18860808.06,32m,STRONG_TREND,LOSS
TRD0239,13-Mar-2026,09:33:00,NIFTY,NIFTY17MAR202624150CE,17-Mar-2026,24150,CE,25,2500,178.0,80.22,445000.0,200550.0,-244450.0,129.11,125.34,32.28,29.05,0.65,13.35,329.78,-244779.78,-55.01,18616028.28,28m,STRONG_TREND,LOSS
TRD0240,13-Mar-2026,09:43:29,NIFTY,NIFTY17MAR202623550PE,17-Mar-2026,23550,PE,25,2500,151.0,473.39,377500.0,1183475.0,805975.0,312.19,739.67,78.05,70.24,1.56,11.33,1213.05,804761.95,213.18,19420790.23,160m,STRONG_TREND,WIN
TRD0241,13-Mar-2026,13:21:47,NIFTY,NIFTY17MAR202623950CE,17-Mar-2026,23950,CE,25,2500,175.0,402.44,437500.0,1006100.0,568600.0,288.72,628.81,72.18,64.96,1.44,13.12,1069.24,567530.76,129.72,19988320.99,159m,STRONG_TREND,WIN
TRD0242,16-Mar-2026,12:40:39,SENSEX,SENSEX19MAR202677500PE,19-Mar-2026,77500,PE,10,1000,515.0,218.43,515000.0,218430.0,-296570.0,146.69,136.52,36.67,33.0,0.73,15.45,369.06,-296939.06,-57.66,19691381.93,51m,STRONG_TREND,LOSS
TRD0243,16-Mar-2026,09:38:11,NIFTY,NIFTY17MAR202624300CE,17-Mar-2026,24300,CE,25,2500,99.0,57.56,247500.0,143900.0,-103600.0,78.28,89.94,19.57,17.61,0.39,7.42,213.22,-103813.22,-41.94,19587568.71,45m,STRONG_TREND,LOSS
TRD0244,16-Mar-2026,10:41:52,SENSEX,SENSEX19MAR202678600CE,19-Mar-2026,78600,CE,10,1000,548.0,1386.11,548000.0,1386110.0,838110.0,386.82,866.32,96.71,87.03,1.93,16.44,1455.26,836654.74,152.67,20424223.45,106m,STRONG_TREND,WIN
TRD0245,16-Mar-2026,14:52:45,NIFTY,NIFTY17MAR202623700PE,17-Mar-2026,23700,PE,25,2500,84.0,137.56,210000.0,343900.0,133900.0,110.78,214.94,27.7,24.93,0.55,6.3,385.19,133514.81,63.58,20557738.26,118m,STRONG_TREND,WIN
TRD0246,17-Mar-2026,09:29:10,BANKNIFTY,BANKNIFTY30MAR202651900PE,30-Mar-2026,51900,PE,15,1500,872.0,446.51,1308000.0,669765.0,-638235.0,395.55,418.6,98.89,89.0,1.98,39.24,1043.26,-639278.26,-48.87,19918460.0,13m,STRONG_TREND,LOSS
TRD0247,17-Mar-2026,10:02:53,SENSEX,SENSEX19MAR202680400CE,19-Mar-2026,80400,CE,10,1000,490.0,897.67,490000.0,897670.0,407670.0,277.53,561.04,69.38,62.45,1.39,14.7,986.49,406683.51,83.0,20325143.51,171m,STRONG_TREND,WIN
TRD0248,17-Mar-2026,14:04:28,BANKNIFTY,BANKNIFTY30MAR202652400PE,30-Mar-2026,52400,PE,15,1500,589.0,286.71,883500.0,430065.0,-453435.0,262.71,268.79,65.68,59.11,1.31,26.5,684.11,-454119.11,-51.4,19871024.4,5m,STRONG_TREND,LOSS
TRD0249,18-Mar-2026,12:30:05,SENSEX,SENSEX19MAR202679100CE,19-Mar-2026,79100,CE,10,1000,236.0,117.39,236000.0,117390.0,-118610.0,70.68,73.37,17.67,15.9,0.35,7.08,185.05,-118795.05,-50.34,19752229.35,39m,STRONG_TREND,LOSS
TRD0250,18-Mar-2026,09:36:38,BANKNIFTY,BANKNIFTY30MAR202654000CE,30-Mar-2026,54000,CE,15,1500,838.0,2404.65,1257000.0,3606975.0,2349975.0,972.8,2254.36,243.2,218.88,4.86,37.71,3731.81,2346243.19,186.65,22098472.54,183m,STRONG_TREND,WIN
TRD0251,18-Mar-2026,14:01:54,BANKNIFTY,BANKNIFTY30MAR202652200PE,30-Mar-2026,52200,PE,15,1500,734.0,1505.41,1101000.0,2258115.0,1157115.0,671.82,1411.32,167.96,151.16,3.36,33.03,2438.65,1154676.35,104.88,23253148.89,63m,STRONG_TREND,WIN
TRD0252,18-Mar-2026,10:15:36,BANKNIFTY,BANKNIFTY30MAR202653300CE,30-Mar-2026,53300,CE,15,1500,705.0,2185.9,1057500.0,3278850.0,2221350.0,867.27,2049.28,216.82,195.14,4.34,31.73,3364.57,2217985.43,209.74,25471134.32,127m,STRONG_TREND,WIN
TRD0253,18-Mar-2026,14:41:06,NIFTY,NIFTY24MAR202624500CE,24-Mar-2026,24500,CE,25,2500,200.0,367.44,500000.0,918600.0,418600.0,283.72,574.12,70.93,63.84,1.42,15.0,1009.03,417590.97,83.52,25888725.29,63m,STRONG_TREND,WIN
TRD0254,19-Mar-2026,12:05:54,BANKNIFTY,BANKNIFTY30MAR202651900PE,30-Mar-2026,51900,PE,15,1500,670.0,1573.21,1005000.0,2359815.0,1354815.0,672.96,1474.88,168.24,151.42,3.36,30.15,2501.02,1352313.98,134.56,27241039.27,119m,STRONG_TREND,WIN
TRD0255,19-Mar-2026,09:47:06,BANKNIFTY,BANKNIFTY30MAR202653400CE,30-Mar-2026,53400,CE,15,1500,681.0,322.07,1021500.0,483105.0,-538395.0,300.92,301.94,75.23,67.71,1.5,30.64,777.95,-539172.95,-52.78,26701866.32,34m,STRONG_TREND,LOSS
TRD0256,19-Mar-2026,10:39:03,NIFTY,NIFTY24MAR202624150CE,24-Mar-2026,24150,CE,25,2500,179.0,120.3,447500.0,300750.0,-146750.0,149.65,187.97,37.41,33.67,0.75,13.43,422.88,-147172.88,-32.89,26554693.44,30m,STRONG_TREND,LOSS
TRD0257,23-Mar-2026,09:27:36,NIFTY,NIFTY24MAR202624100CE,24-Mar-2026,24100,CE,25,2500,76.0,231.04,190000.0,577600.0,387600.0,153.52,361.0,38.38,34.54,0.77,5.7,593.91,387006.09,203.69,26941699.53,44m,STRONG_TREND,WIN
TRD0258,23-Mar-2026,09:31:07,SENSEX,SENSEX26MAR202678500CE,26-Mar-2026,78500,CE,10,1000,576.0,276.01,576000.0,276010.0,-299990.0,170.4,172.51,42.6,38.34,0.85,17.28,441.98,-300431.98,-52.16,26641267.55,20m,STRONG_TREND,LOSS
TRD0259,23-Mar-2026,11:51:38,BANKNIFTY,BANKNIFTY30MAR202651600PE,30-Mar-2026,51600,PE,15,1500,434.0,704.98,651000.0,1057470.0,406470.0,341.69,660.92,85.42,76.88,1.71,19.53,1186.16,405283.84,62.26,27046551.39,43m,STRONG_TREND,WIN
TRD0260,23-Mar-2026,12:07:50,SENSEX,SENSEX26MAR202678300CE,26-Mar-2026,78300,CE,10,1000,442.0,1289.22,442000.0,1289220.0,847220.0,346.24,805.76,86.56,77.9,1.73,13.26,1331.46,845888.54,191.38,27892439.93,20m,STRONG_TREND,WIN
TRD0261,24-Mar-2026,09:31:34,NIFTY,NIFTY24MAR202624150CE,24-Mar-2026,24150,CE,25,2500,59.0,174.28,147500.0,435700.0,288200.0,116.64,272.31,29.16,26.24,0.58,4.42,449.36,287750.64,195.09,28180190.57,191m,STRONG_TREND,WIN
TRD0262,24-Mar-2026,14:51:53,NIFTY,NIFTY24MAR202623700PE,24-Mar-2026,23700,PE,25,2500,59.0,32.42,147500.0,81050.0,-66450.0,45.71,50.66,11.43,10.28,0.23,4.42,122.73,-66572.73,-45.13,28113617.84,7m,STRONG_TREND,LOSS
TRD0263,24-Mar-2026,10:39:33,BANKNIFTY,BANKNIFTY30MAR202651500PE,30-Mar-2026,51500,PE,15,1500,586.0,1309.73,879000.0,1964595.0,1085595.0,568.72,1227.87,142.18,127.96,2.84,26.37,2095.95,1083499.05,123.26,29197116.89,34m,STRONG_TREND,WIN
TRD0264,24-Mar-2026,10:29:21,BANKNIFTY,BANKNIFTY30MAR202651400PE,30-Mar-2026,51400,PE,15,1500,513.0,896.22,769500.0,1344330.0,574830.0,422.77,840.21,105.69,95.12,2.11,23.09,1488.98,573341.02,74.51,29770457.91,162m,STRONG_TREND,WIN
TRD0265,25-Mar-2026,15:02:40,NIFTY,NIFTY30MAR202623700PE,30-Mar-2026,23700,PE,25,2500,191.0,107.38,477500.0,268450.0,-209050.0,149.19,167.78,37.3,33.57,0.75,14.33,402.91,-209452.91,-43.86,29561005.0,14m,STRONG_TREND,LOSS
TRD0266,25-Mar-2026,11:08:44,NIFTY,NIFTY30MAR202623800PE,30-Mar-2026,23800,PE,25,2500,202.0,106.92,505000.0,267300.0,-237700.0,154.46,167.06,38.62,34.75,0.77,15.15,410.81,-238110.81,-47.15,29322894.19,7m,STRONG_TREND,LOSS
TRD0267,25-Mar-2026,10:18:50,SENSEX,SENSEX26MAR202680900CE,26-Mar-2026,80900,CE,10,1000,339.0,172.76,339000.0,172760.0,-166240.0,102.35,107.98,25.59,23.03,0.51,10.17,269.63,-166509.63,-49.12,29156384.56,55m,STRONG_TREND,LOSS
TRD0268,25-Mar-2026,11:40:15,BANKNIFTY,BANKNIFTY30MAR202653900CE,30-Mar-2026,53900,CE,15,1500,417.0,1144.32,625500.0,1716480.0,1090980.0,468.4,1072.8,117.1,105.39,2.34,18.77,1784.79,1089195.21,174.13,30245579.77,104m,STRONG_TREND,WIN
TRD0269,26-Mar-2026,14:51:15,NIFTY,NIFTY30MAR202623700PE,30-Mar-2026,23700,PE,25,2500,212.0,116.36,530000.0,290900.0,-239100.0,164.18,181.81,41.05,36.94,0.82,15.9,440.7,-239540.7,-45.2,30006039.07,27m,STRONG_TREND,LOSS
TRD0270,26-Mar-2026,12:09:19,NIFTY,NIFTY30MAR202623800PE,30-Mar-2026,23800,PE,25,2500,174.0,535.33,435000.0,1338325.0,903325.0,354.67,836.45,88.67,79.8,1.77,13.05,1374.41,901950.59,207.34,30907989.66,199m,STRONG_TREND,WIN
TRD0271,26-Mar-2026,10:22:29,BANKNIFTY,BANKNIFTY30MAR202652600PE,30-Mar-2026,52600,PE,15,1500,345.0,853.4,517500.0,1280100.0,762600.0,359.52,800.06,89.88,80.89,1.8,15.53,1347.68,761252.32,147.1,31669241.98,106m,STRONG_TREND,WIN
TRD0272,26-Mar-2026,11:48:10,BANKNIFTY,BANKNIFTY30MAR202654000CE,30-Mar-2026,54000,CE,15,1500,377.0,162.37,565500.0,243555.0,-321945.0,161.81,152.22,40.45,36.41,0.81,16.96,408.67,-322353.67,-57.0,31346888.31,45m,STRONG_TREND,LOSS
TRD0273,26-Mar-2026,11:06:12,BANKNIFTY,BANKNIFTY30MAR202653300CE,30-Mar-2026,53300,CE,15,1500,386.0,750.62,579000.0,1125930.0,546930.0,340.99,703.71,85.25,76.72,1.7,17.37,1225.74,545704.26,94.25,31892592.57,76m,STRONG_TREND,WIN
TRD0274,26-Mar-2026,09:27:17,SENSEX,SENSEX26MAR202678800CE,26-Mar-2026,78800,CE,10,1000,232.0,138.66,232000.0,138660.0,-93340.0,74.13,86.66,18.53,16.68,0.37,6.96,203.34,-93543.34,-40.32,31799049.23,39m,STRONG_TREND,LOSS
TRD0275,27-Mar-2026,11:43:51,NIFTY,NIFTY30MAR202624300CE,30-Mar-2026,24300,CE,25,2500,145.0,374.92,362500.0,937300.0,574800.0,259.96,585.81,64.99,58.49,1.3,10.88,981.43,573818.57,158.29,32372867.8,101m,STRONG_TREND,WIN
TRD0276,27-Mar-2026,10:29:55,SENSEX,SENSEX01APR202679700CE,01-Apr-2026,79700,CE,10,1000,689.0,2190.12,689000.0,2190120.0,1501120.0,575.82,1368.83,143.96,129.56,2.88,20.67,2241.71,1498878.29,217.54,33871746.09,18m,STRONG_TREND,WIN
TRD0277,27-Mar-2026,09:24:13,NIFTY,NIFTY30MAR202623900PE,30-Mar-2026,23900,PE,25,2500,162.0,328.22,405000.0,820550.0,415550.0,245.11,512.84,61.28,55.15,1.23,12.15,887.76,414662.24,102.39,34286408.33,51m,STRONG_TREND,WIN
