Trade Date,Symbol,Quantity,Buy Value,Sell Value,Realized P&L,Charges,Net P&L,Realized P&L Pct
2026-03-25,SENSEX26MAR80500PE,1345,4454045.79,4501003.48,46957.69,11099.51,35858.18,0.81
2026-03-25,BANKNIFTY26MAR51500CE,7744,4819836.1,4816473.9,-3362.21,11907.45,-15269.66,-0.32
2026-03-25,BANKNIFTY26MAR50700CE,8589,4944755.4,4973957.21,29201.82,12274.95,16926.87,0.34
2026-03-25,BANKNIFTY26MAR52900PE,6457,4613874.63,4655505.35,41630.73,11483.2,30147.53,0.65
2026-03-25,NIFTY26MAR25400CE,6828,4436339.12,4591931.49,155592.37,11255.91,144336.46,3.25
2026-03-25,BANKNIFTY26MAR48400PE,9934,4798359.69,4788287.26,-10072.43,11842.22,-21914.65,-0.46
2026-03-25,SENSEX26MAR83900PE,8601,4854348.5,4901752.37,47403.86,12085.88,35317.98,0.73
2026-03-25,NIFTY26MAR22600CE,9260,4193564.58,4278940.49,85375.91,10528.93,74846.98,1.78
2026-03-25,BANKNIFTY26MAR53400PE,8091,4288103.91,4483370.9,195266.99,10964.0,184302.99,4.3
2026-03-25,SENSEX26MAR79300CE,3481,4767838.09,4795312.01,27473.91,11836.2,15637.71,0.33
2026-03-25,SENSEX26MAR84400CE,8528,4318931.46,4391068.55,72137.09,10813.21,61323.88,1.42
2026-03-26,SENSEX26MAR77000CE,8367,4271962.62,4299001.74,27039.12,10614.55,16424.57,0.38
2026-03-26,BANKNIFTY26MAR52200CE,2294,4040778.33,4078097.1,37318.77,10064.3,27254.47,0.67
2026-03-26,NIFTY26MAR23900CE,5454,4484849.7,4459033.95,-25815.74,11041.37,-36857.11,-0.82
2026-03-26,NIFTY26MAR22400PE,1087,4766348.84,4849611.15,83262.31,11935.24,71327.07,1.5
2026-03-26,BANKNIFTY26MAR48000CE,3801,4797325.93,4828466.31,31140.38,11915.55,19224.83,0.4
2026-03-26,SENSEX26MAR82600CE,9913,4613936.71,4631815.26,17878.55,11439.63,6438.92,0.14
2026-03-26,SENSEX26MAR82800CE,6932,4444671.38,4486034.13,41362.75,11066.13,30296.62,0.68
2026-03-26,BANKNIFTY26MAR49000PE,6560,4559053.82,4753256.78,194202.96,11629.12,182573.84,4.0
2026-03-26,BANKNIFTY26MAR48100CE,7145,4279011.32,4305822.97,26811.65,10631.49,16180.16,0.38
2026-03-26,SENSEX26MAR82900CE,2424,4801203.26,4816571.11,15367.85,11896.05,3471.8,0.07
2026-03-26,SENSEX26MAR84600PE,1675,4152627.33,4147175.33,-5452.0,10260.93,-15712.93,-0.38
2026-03-26,SENSEX26MAR83700PE,7266,4942384.07,4950765.37,8381.3,12230.78,-3849.48,-0.08
2026-03-26,SENSEX26MAR81000CE,4331,4958028.56,5029446.17,71417.61,12385.35,59032.26,1.19
2026-03-26,SENSEX26MAR79200CE,9524,4912397.61,4988655.59,76257.98,12281.91,63976.07,1.3
2026-03-26,NIFTY26MAR23200PE,1454,4672517.33,4710077.98,37560.65,11620.09,25940.56,0.56
2026-03-26,SENSEX26MAR81400CE,6050,4076476.75,4073703.32,-2773.43,10078.38,-12851.81,-0.32
2026-03-27,SENSEX26MAR82900PE,9830,4543277.1,4531469.01,-11808.1,11211.01,-23019.11,-0.51
2026-03-27,BANKNIFTY26MAR48100CE,1588,4890198.72,4900317.06,10118.35,12105.5,-1987.15,-0.04
2026-03-27,NIFTY26MAR25600PE,8415,4001958.94,4039059.87,37100.93,9968.33,27132.6,0.68
2026-03-27,SENSEX26MAR75100CE,8355,4728410.8,4768156.63,39745.83,11761.72,27984.11,0.59
2026-03-27,BANKNIFTY26MAR49400PE,2507,4310392.53,4265863.52,-44529.01,10577.41,-55106.42,-1.28
2026-03-27,NIFTY26MAR24400PE,6110,4185188.19,4273621.91,88433.73,10513.94,77919.79,1.86
2026-03-27,BANKNIFTY26MAR49900PE,2442,4374907.73,4383418.31,8510.58,10833.89,-2323.31,-0.05
2026-03-27,SENSEX26MAR81600PE,6167,4619001.58,4745847.02,126845.44,11652.7,115192.74,2.49
2026-03-27,BANKNIFTY26MAR49200PE,6218,4103245.29,4166190.45,62945.16,10265.27,52679.89,1.28
2026-03-27,NIFTY26MAR23700CE,8802,4887773.39,4916933.29,29159.9,12134.58,17025.32,0.35
2026-03-27,SENSEX26MAR77900PE,8011,4316374.15,4385906.58,69532.43,10802.12,58730.31,1.36
2026-03-27,BANKNIFTY26MAR52200CE,7119,4016812.88,4116206.97,99394.09,10119.58,89274.51,2.22
2026-03-30,SENSEX26MAR84700CE,8400,4628576.85,4779984.84,151407.99,11721.5,139686.49,3.02
2026-03-30,SENSEX26MAR84400PE,6601,4289191.26,4325648.35,36457.09,10674.31,25782.78,0.6
2026-03-30,SENSEX26MAR78700CE,2528,4286470.52,4310825.13,24354.61,10645.33,13709.28,0.32
2026-03-30,SENSEX26MAR80200CE,6590,4608812.31,4612673.33,3861.02,11401.2,-7540.18,-0.16
2026-03-30,NIFTY26MAR24800CE,6784,4295155.51,4316120.5,20964.99,10660.47,10304.52,0.24
2026-03-30,SENSEX26MAR80200CE,3147,4269587.74,4418704.12,149116.38,10833.45,138282.93,3.24
2026-03-30,NIFTY26MAR23300PE,5305,4085718.73,4095542.34,9823.61,10124.32,-300.71,-0.01
2026-03-30,SENSEX26MAR81200PE,8629,4331986.17,4603150.41,271164.23,11211.76,259952.47,6.0
2026-03-30,SENSEX26MAR84100CE,8980,4996997.86,4994475.31,-2522.55,12345.16,-14867.71,-0.3
2026-03-30,BANKNIFTY26MAR51900PE,7629,4389701.26,4482128.19,92426.93,11024.8,81402.13,1.85
2026-03-30,SENSEX26MAR84900PE,1410,4581593.4,4594031.21,12437.81,11349.98,1087.83,0.02
2026-03-30,BANKNIFTY26MAR53300CE,3464,4900182.88,4954020.12,53837.24,12210.56,41626.68,0.85
2026-03-31,SENSEX26MAR84500PE,4509,4271316.38,4270421.88,-894.5,10561.53,-11456.03,-0.27
2026-03-31,BANKNIFTY26MAR53500PE,6227,4554745.34,4633448.48,78703.14,11405.88,67297.26,1.48
2026-03-31,SENSEX26MAR78500CE,4340,4307244.79,4414245.83,107001.03,10848.63,96152.4,2.23
2026-03-31,SENSEX26MAR78500PE,5081,4703237.16,4727691.06,24453.9,11671.59,12782.31,0.27
2026-03-31,SENSEX26MAR83200CE,3373,4022217.5,4045044.77,22827.27,9991.92,12835.35,0.32
2026-03-31,BANKNIFTY26MAR52800PE,9527,4435859.03,4424980.39,-10878.64,10948.26,-21826.9,-0.49
2026-03-31,BANKNIFTY26MAR51200PE,1213,4088775.69,4104598.45,15822.76,10142.9,5679.86,0.14
2026-03-31,BANKNIFTY26MAR51600CE,9205,4752501.39,4767963.52,15462.13,11776.32,3685.81,0.08
2026-03-31,SENSEX26MAR82900PE,8446,4329938.64,4315194.78,-14743.86,10680.37,-25424.23,-0.59
2026-03-31,SENSEX26MAR83200CE,5839,4027332.76,4203310.23,175977.46,10286.47,165690.99,4.11
2026-03-31,BANKNIFTY26MAR48400CE,9072,4720869.96,4700370.34,-20499.62,11632.24,-32131.86,-0.68
2026-03-31,NIFTY26MAR24300PE,3046,4141007.14,4274551.28,133544.14,10488.21,123055.93,2.97
2026-03-31,NIFTY26MAR25700PE,6539,4157983.0,4262191.43,104208.43,10476.0,93732.43,2.25
2026-03-31,NIFTY26MAR23100CE,5655,4371203.19,4346834.66,-24368.53,10764.24,-35132.77,-0.8
2026-03-31,BANKNIFTY26MAR53900CE,1596,4549781.35,4571013.46,21232.11,11287.85,9944.26,0.22
2026-03-31,SENSEX26MAR79800PE,7680,4452162.65,4458855.03,6692.38,11020.75,-4328.37,-0.1
2026-04-01,SENSEX26APR75500CE,1599,4721425.96,4738584.26,17158.31,11702.94,5455.37,0.12
2026-04-01,NIFTY26APR23400PE,2338,4717465.17,4670261.97,-47203.2,11574.7,-58777.9,-1.25
2026-04-01,SENSEX26APR76300CE,1478,4986582.38,5263469.99,276887.6,12833.92,264053.68,5.3
2026-04-01,BANKNIFTY26APR50500PE,6994,4113622.82,4142218.09,28595.27,10227.58,18367.69,0.45
2026-04-01,BANKNIFTY26APR50500PE,7749,4148344.95,4127429.69,-20915.26,10221.92,-31137.18,-0.75
2026-04-01,SENSEX26APR78300CE,5778,4617105.5,4644467.46,27361.97,11464.89,15897.08,0.34
2026-04-01,SENSEX26APR75100PE,2370,4490415.41,4628106.19,137690.78,11356.09,126334.69,2.81
2026-04-01,SENSEX26APR80700PE,7660,4790270.09,4961172.73,170902.65,12155.48,158747.17,3.31
2026-04-01,SENSEX26APR81100PE,5737,4004777.41,4141622.27,136844.86,10158.89,126685.97,3.16
2026-04-01,SENSEX26APR84300CE,7454,4624161.76,4612477.4,-11684.36,11410.38,-23094.74,-0.5
2026-04-01,BANKNIFTY26APR50500CE,4811,4171965.39,4283013.87,111048.49,10523.02,100525.47,2.41
2026-04-02,SENSEX26APR84700PE,9306,4612281.97,4665168.2,52886.22,11500.0,41386.22,0.9
2026-04-02,NIFTY26APR24600CE,1189,4724208.15,4811365.46,87157.32,11838.66,75318.66,1.59
2026-04-02,NIFTY26APR22100CE,1726,4807924.89,4877433.05,69508.17,12012.28,57495.89,1.2
2026-04-02,NIFTY26APR23300PE,6692,4322106.57,4307877.33,-14229.24,10662.03,-24891.27,-0.58
2026-04-02,SENSEX26APR75200PE,3620,4667789.3,4726444.85,58655.55,11647.28,47008.27,1.01
2026-04-02,NIFTY26APR23300PE,9967,4859582.51,4837475.55,-22106.97,11970.79,-34077.76,-0.7
2026-04-02,SENSEX26APR75000CE,1895,4272565.94,4368693.19,96127.25,10743.23,85384.02,2.0
2026-04-02,NIFTY26APR23000PE,2912,4379316.63,4394183.43,14866.8,10856.45,4010.35,0.09
2026-04-02,SENSEX26APR78600CE,2203,4070882.3,4105193.04,34310.74,10132.88,24177.86,0.59
2026-04-02,BANKNIFTY26APR51100PE,3061,4028792.84,4213536.77,184743.93,10306.2,174437.73,4.33
2026-04-02,SENSEX26APR80200PE,9865,4630461.3,4680257.15,49795.84,11539.07,38256.77,0.83
2026-04-02,BANKNIFTY26APR49200PE,3781,4863316.65,4908327.65,45011.0,12103.55,32907.45,0.68
2026-04-06,BANKNIFTY26APR49800CE,4048,4647570.44,4719558.6,71988.15,11622.05,60366.1,1.3
2026-04-06,NIFTY26APR23000PE,7611,4556997.39,4662336.43,105339.04,11460.46,93878.58,2.06
2026-04-06,SENSEX26APR81800CE,9734,4338718.46,4322439.38,-16279.08,10699.16,-26978.24,-0.62
2026-04-06,BANKNIFTY26APR52800PE,4570,4306473.85,4610513.25,304039.4,11209.48,292829.92,6.8
2026-04-06,SENSEX26APR82400PE,8094,4103853.61,4097524.6,-6329.01,10139.24,-16468.25,-0.4
2026-04-06,SENSEX26APR77200CE,7857,4795836.17,4931449.15,135612.98,12104.21,123508.77,2.58
2026-04-06,NIFTY26APR25400PE,4016,4881850.29,4868644.17,-13206.11,12042.0,-25248.11,-0.52
2026-04-06,NIFTY26APR25200CE,8411,4522135.71,4577320.69,55184.98,11282.29,43902.69,0.97
2026-04-06,SENSEX26APR81300PE,6222,4214062.18,4203506.95,-10555.23,10402.79,-20958.02,-0.5
2026-04-06,NIFTY26APR25700CE,9292,4855853.91,4871918.36,16064.45,12031.89,4032.56,0.08
2026-04-06,SENSEX26APR79300PE,2359,4857137.31,4890973.78,33836.47,12067.76,21768.71,0.45
2026-04-06,BANKNIFTY26APR50900CE,8872,4914094.31,4908028.19,-6066.12,12134.53,-18200.65,-0.37
2026-04-06,NIFTY26APR22000PE,7321,4445583.24,4462336.82,16753.58,11023.07,5730.51,0.13
2026-04-07,NIFTY26APR25900PE,4199,4874941.08,4871464.95,-3476.13,12042.91,-15519.04,-0.32
2026-04-07,SENSEX26APR83000PE,6007,4758169.26,4821185.01,63015.75,11877.82,51137.93,1.07
2026-04-07,BANKNIFTY26APR48700PE,5358,4347752.47,4365871.1,18118.63,10784.72,7333.91,0.17
2026-04-07,NIFTY26APR25100PE,9237,4727964.26,4743321.93,15357.66,11715.72,3641.94,0.08
2026-04-07,NIFTY26APR23700CE,6161,4883509.16,4933653.49,50144.32,12162.72,37981.6,0.78
2026-04-07,SENSEX26APR85000CE,7728,4197443.34,4260858.21,63414.86,10498.05,52916.81,1.26
2026-04-07,NIFTY26APR23700CE,6490,4257010.6,4245343.29,-11667.31,10506.48,-22173.79,-0.52
2026-04-07,SENSEX26APR75700CE,9166,4706209.64,4690592.08,-15617.56,11605.14,-27222.7,-0.58
2026-04-07,BANKNIFTY26APR53300CE,6832,4993991.51,5009032.63,15041.11,12370.1,2671.01,0.05
2026-04-07,NIFTY26APR23800PE,2623,4897288.9,4939761.48,42472.57,12182.52,30290.05,0.62
2026-04-07,BANKNIFTY26APR51300CE,1907,4886074.73,4865996.85,-20077.87,12039.75,-32117.62,-0.66
2026-04-07,BANKNIFTY26APR53800PE,3544,4667835.9,4663424.64,-4411.26,11531.29,-15942.55,-0.34
2026-04-07,NIFTY26APR24300CE,5654,4075873.47,4150065.08,74191.61,10218.59,63973.02,1.57
2026-04-07,NIFTY26APR23600CE,2064,4408917.65,4471717.38,62799.74,11017.57,51782.17,1.17
2026-04-07,NIFTY26APR24500PE,6152,4787905.39,4811205.31,23299.92,11877.92,11422.0,0.24
2026-04-07,NIFTY26APR24600PE,3681,4819317.8,4851065.48,31747.68,11970.81,19776.87,0.41
2026-04-07,BANKNIFTY26APR53000CE,3205,4854042.27,4895306.85,41264.58,12073.82,29190.76,0.6
2026-04-07,SENSEX26APR75800CE,7501,4147666.16,4163355.87,15689.71,10287.64,5402.07,0.13
2026-04-07,SENSEX26APR80100CE,2314,4085032.47,4196895.48,111863.01,10310.49,101552.52,2.49
2026-04-07,BANKNIFTY26APR52600PE,6234,4680094.9,4669735.01,-10359.89,11550.52,-21910.41,-0.47
2026-04-08,SENSEX26APR78400PE,7056,4465874.19,4429616.42,-36257.77,10975.43,-47233.2,-1.06
2026-04-08,SENSEX26APR78000CE,9630,4651609.16,4900977.86,249368.7,11958.55,237410.15,5.1
2026-04-08,NIFTY26APR25700CE,4517,4389110.39,4436800.66,47690.27,10940.99,36749.28,0.84
2026-04-08,NIFTY26APR25000CE,5928,4460292.51,4568457.97,108165.46,11227.57,96937.89,2.17
2026-04-08,BANKNIFTY26APR53200CE,3373,4139174.68,4208547.29,69372.61,10365.56,59007.05,1.43
2026-04-08,BANKNIFTY26APR49500PE,2833,4893139.15,4879374.07,-13765.08,12068.77,-25833.85,-0.53
2026-04-08,NIFTY26APR24300CE,2107,4963435.98,5022185.34,58749.36,12375.34,46374.02,0.93
2026-04-08,NIFTY26APR23200PE,4017,4098567.58,4085544.52,-13023.05,10113.9,-23136.95,-0.56
2026-04-08,BANKNIFTY26APR52300CE,3221,4210697.85,4209422.52,-1275.33,10411.59,-11686.92,-0.28
2026-04-08,SENSEX26APR82100PE,3948,4374904.01,4441659.02,66755.0,10941.11,55813.89,1.28
2026-04-08,BANKNIFTY26APR48400CE,2074,4580964.84,4640400.2,59435.36,11434.96,48000.4,1.05
2026-04-08,SENSEX26APR83900CE,3469,4391293.38,4499941.25,108647.87,11058.59,97589.28,2.22
2026-04-08,BANKNIFTY26APR52500CE,9892,4139393.11,4187781.33,48388.22,10327.47,38060.75,0.92
2026-04-08,SENSEX26APR78100PE,8458,4870199.09,4868910.53,-1288.56,12035.26,-13323.82,-0.27
2026-04-09,NIFTY26APR25600PE,2579,4864499.22,4933790.41,69291.19,12151.16,57140.03,1.17
2026-04-09,SENSEX26APR79800PE,9922,4445822.1,4517218.85,71396.76,11124.26,60272.5,1.36
2026-04-09,BANKNIFTY26APR49000CE,6830,4187373.08,4432668.23,245295.15,10808.1,234487.05,5.6
2026-04-09,SENSEX26APR82200PE,9440,4566521.09,4572572.15,6051.06,11301.11,-5250.05,-0.11
2026-04-09,BANKNIFTY26APR51100CE,6000,4035681.78,4159324.03,123642.25,10210.67,113431.58,2.81
2026-04-09,NIFTY26APR24000PE,4312,4566391.79,4671123.7,104731.9,11482.47,93249.43,2.04
2026-04-09,NIFTY26APR25200PE,2334,4353767.55,4383006.85,29239.3,10820.01,18419.29,0.42
2026-04-09,NIFTY26APR25400CE,4188,4854883.24,4936004.58,81121.33,12149.27,68972.06,1.42
2026-04-09,NIFTY26APR25900CE,2541,4251028.23,4257656.14,6627.92,10525.43,-3897.51,-0.09
2026-04-09,BANKNIFTY26APR51400CE,2723,4144939.53,4159947.56,15008.03,10279.67,4728.36,0.11
2026-04-10,NIFTY26APR24900PE,8280,4395934.89,4487233.96,91299.07,11038.07,80261.0,1.83
2026-04-10,BANKNIFTY26APR48900CE,5068,4221472.36,4233323.63,11851.27,10462.28,1388.99,0.03
2026-04-10,BANKNIFTY26APR51800CE,3434,4886080.0,4966750.3,80670.3,12225.24,68445.06,1.4
2026-04-10,SENSEX26APR76200PE,2527,4792565.06,4789749.76,-2815.3,11841.31,-14656.61,-0.31
2026-04-10,BANKNIFTY26APR52800CE,2763,4680997.33,4732439.91,51442.58,11666.52,39776.06,0.85
2026-04-10,NIFTY26APR23700PE,4849,4764031.8,4744510.89,-19520.92,11740.31,-31261.23,-0.66
2026-04-10,BANKNIFTY26APR49900CE,3622,4786523.13,4843518.33,56995.19,11936.55,45058.64,0.94
2026-04-10,BANKNIFTY26APR49600PE,6751,4655540.02,4714464.02,58924.0,11617.62,47306.38,1.02
2026-04-10,BANKNIFTY26APR49600PE,8123,4462209.93,4704172.01,241962.09,11478.61,230483.48,5.17
2026-04-10,SENSEX26APR80600PE,3402,4477659.75,4612132.64,134472.89,11318.76,123154.13,2.75
2026-04-10,SENSEX26APR80800CE,9227,4659239.69,4726254.34,67014.65,11641.62,55373.03,1.19
2026-04-13,SENSEX26APR75500PE,9700,4705263.79,4780521.14,75257.35,11770.11,63487.24,1.35
2026-04-13,BANKNIFTY26APR48400CE,8075,4034803.91,4057790.18,22986.27,10023.2,12963.07,0.32
2026-04-13,SENSEX26APR84800PE,7271,4484956.19,4470669.01,-14287.18,11062.86,-25350.04,-0.57
2026-04-13,BANKNIFTY26APR50600PE,5551,4169172.65,4187846.9,18674.25,10346.08,8328.17,0.2
2026-04-13,BANKNIFTY26APR52700CE,8308,4054422.99,4168899.39,114476.4,10239.94,104236.46,2.57
2026-04-13,NIFTY26APR26000CE,8180,4035092.57,4139055.61,103963.03,10172.99,93790.04,2.32
2026-04-13,NIFTY26APR22200CE,1554,4408173.82,4419416.66,11242.84,10920.82,322.02,0.01
2026-04-13,BANKNIFTY26APR52700PE,8117,4196848.38,4242028.99,45180.61,10463.02,34717.59,0.83
2026-04-13,BANKNIFTY26APR51500CE,7560,4661972.66,4652965.6,-9007.06,11508.39,-20515.45,-0.44
2026-04-13,BANKNIFTY26APR51000PE,6599,4722534.32,4771130.18,48595.87,11763.54,36832.33,0.78
2026-04-13,NIFTY26APR24400PE,3275,4856594.27,4915330.34,58736.07,12112.27,46623.8,0.96
2026-04-13,SENSEX26APR82300CE,2028,4306700.77,4505853.2,199152.43,11016.94,188135.49,4.37
2026-04-15,BANKNIFTY26APR52400PE,1907,4438247.8,4555300.52,117052.72,11189.66,105863.06,2.39
2026-04-15,BANKNIFTY26APR52500CE,5289,4479696.26,4545769.23,66072.98,11197.85,54875.13,1.22
2026-04-15,NIFTY26APR23800PE,5441,4750989.72,4781846.2,30856.48,11800.94,19055.54,0.4
2026-04-15,BANKNIFTY26APR50400PE,7311,4132223.18,4221048.27,88825.09,10384.26,78440.83,1.9
2026-04-15,NIFTY26APR23500CE,2447,4086099.88,4117927.45,31827.57,10165.77,21661.8,0.53
2026-04-15,NIFTY26APR24000CE,7743,4937693.52,4914957.7,-22735.81,12161.94,-34897.75,-0.71
2026-04-15,BANKNIFTY26APR51100CE,9160,4349962.71,4396172.61,46209.9,10841.88,35368.02,0.81
2026-04-15,BANKNIFTY26APR48400CE,4768,4626443.29,4699828.84,73385.56,11572.61,61812.95,1.34
2026-04-15,BANKNIFTY26APR49200PE,9542,4431202.64,4468176.98,36974.34,11024.89,25949.45,0.59
2026-04-15,SENSEX26APR80400PE,7541,4396019.73,4475023.08,79003.35,11015.65,67987.7,1.55
2026-04-15,BANKNIFTY26APR48000PE,2329,4493969.02,4545008.54,51039.53,11205.32,39834.21,0.89
2026-04-15,SENSEX26APR77700CE,2377,4790901.85,4864007.98,73106.13,11976.99,61129.14,1.28
2026-04-15,NIFTY26APR24800CE,9366,4858837.1,4874352.31,15515.21,12038.22,3476.99,0.07
2026-04-15,BANKNIFTY26APR50500PE,6508,4485603.32,4489836.66,4233.34,11098.55,-6865.21,-0.15
2026-04-15,NIFTY26APR24900PE,9585,4575602.59,4617871.52,42268.93,11390.15,30878.78,0.67
2026-04-15,BANKNIFTY26APR50400PE,8778,4849640.24,4917425.8,67785.56,12111.81,55673.75,1.15
2026-04-16,NIFTY26APR23900CE,6455,4473391.2,4650527.87,177136.67,11386.8,165749.87,3.71
2026-04-16,NIFTY26APR25900PE,9324,4576874.11,4546355.31,-30518.81,11259.28,-41778.09,-0.91
2026-04-16,SENSEX26APR84700PE,8983,4943800.31,5003760.22,59959.91,12329.22,47630.69,0.96
2026-04-16,SENSEX26APR76700CE,4813,4028690.07,4127726.15,99036.09,10148.16,88887.93,2.21
2026-04-16,BANKNIFTY26APR50200PE,1619,4343313.24,4406921.79,63608.54,10857.54,52751.0,1.21
2026-04-16,BANKNIFTY26APR51300CE,8937,4914645.09,5007818.95,93173.85,12318.59,80855.26,1.65
2026-04-16,BANKNIFTY26APR48300CE,6387,4447771.72,4501226.43,53454.71,11096.02,42358.69,0.95
2026-04-16,BANKNIFTY26APR49200CE,7756,4825880.26,4809377.86,-16502.4,11898.14,-28400.54,-0.59
2026-04-16,BANKNIFTY26APR51300CE,2381,4680098.58,4662594.29,-17504.29,11537.38,-29041.67,-0.62
2026-04-16,BANKNIFTY26APR50200CE,1203,4990035.67,5012632.45,22596.78,12374.27,10222.51,0.2
2026-04-16,SENSEX26APR84100PE,8019,4593759.25,4593409.68,-349.57,11356.39,-11705.96,-0.25
2026-04-16,BANKNIFTY26APR49800CE,5810,4137995.97,4210549.13,72553.16,10368.52,62184.64,1.5
2026-04-16,SENSEX26APR85000CE,9570,4365389.0,4361501.4,-3887.6,10787.63,-14675.23,-0.34
2026-04-16,NIFTY26APR24300CE,2890,4289331.9,4261814.85,-27517.05,10556.88,-38073.93,-0.89
2026-04-16,NIFTY26APR25000PE,5201,4466080.65,4483079.37,16998.72,11073.99,5924.73,0.13
2026-04-16,BANKNIFTY26APR52100CE,5850,4678186.54,4788566.36,110379.82,11768.1,98611.72,2.11
2026-04-16,SENSEX26APR84000PE,4762,4849256.77,4882283.4,33026.62,12046.87,20979.75,0.43
2026-04-16,SENSEX26APR78600PE,5777,4920297.25,4958845.62,38548.38,12231.94,26316.44,0.53
2026-04-16,SENSEX26APR84700CE,6802,4264906.13,4273781.31,8875.18,10563.74,-1688.56,-0.04
2026-04-16,NIFTY26APR25100PE,6230,4881311.71,4856763.52,-24548.18,12019.8,-36567.98,-0.75
2026-04-17,NIFTY26APR23500CE,5263,4341907.96,4452732.29,110824.33,10941.0,99883.33,2.3
2026-04-17,NIFTY26APR24400CE,7510,4519941.58,4539615.89,19674.3,11211.52,8462.78,0.19
2026-04-17,BANKNIFTY26APR48400PE,4862,4184380.1,4170872.72,-13507.38,10324.28,-23831.66,-0.57
2026-04-17,SENSEX26APR75500CE,2887,4236774.82,4204184.36,-32590.45,10418.14,-43008.59,-1.02
2026-04-17,NIFTY26APR25400CE,7636,4361742.64,4373284.81,11542.17,10807.06,735.11,0.02
2026-04-17,BANKNIFTY26APR49800CE,1953,4937185.69,5024955.54,87769.85,12364.14,75405.71,1.53
2026-04-17,NIFTY26APR24300PE,9396,4725683.1,4800529.1,74846.0,11819.62,63026.38,1.33
2026-04-17,NIFTY26APR24600CE,2465,4814355.69,4884744.17,70388.48,12029.73,58358.75,1.21
2026-04-17,BANKNIFTY26APR52900CE,7976,4992248.58,5169384.08,177135.49,12664.22,164471.27,3.29
2026-04-17,SENSEX26APR78100CE,8605,4442601.27,4539844.98,97243.71,11163.91,86079.8,1.94
2026-04-17,BANKNIFTY26APR53200CE,7159,4965810.04,5114083.71,148273.67,12546.0,135727.67,2.73
2026-04-17,BANKNIFTY26APR48100PE,8543,4498080.9,4576647.45,78566.55,11266.12,67300.43,1.5
2026-04-20,BANKNIFTY26APR54000CE,3613,4328090.49,4377219.3,49128.82,10793.4,38335.42,0.89
2026-04-20,NIFTY26APR25800PE,8949,4149529.99,4211254.13,61724.14,10376.98,51347.16,1.24
2026-04-20,SENSEX26APR75700CE,2674,4400401.02,4557857.26,157456.24,11170.86,146285.38,3.32
2026-04-20,SENSEX26APR75100PE,8754,4428914.67,4395184.67,-33730.0,10889.09,-44619.09,-1.01
2026-04-20,SENSEX26APR84900CE,1080,4926468.94,5012739.41,86270.47,12334.99,73935.48,1.5
2026-04-20,NIFTY26APR25500CE,5948,4397285.49,4436869.18,39583.69,10946.19,28637.5,0.65
2026-04-20,BANKNIFTY26APR51700CE,9769,4300122.65,4398729.98,98607.33,10815.64,87791.69,2.04
2026-04-20,BANKNIFTY26APR51700CE,1201,4822592.16,4815438.5,-7153.66,11907.25,-19060.91,-0.4
2026-04-20,SENSEX26APR75200CE,9084,4911137.49,4962380.23,51242.74,12232.76,39009.98,0.79
2026-04-20,BANKNIFTY26APR49400PE,1011,4458439.38,4508109.26,49669.88,11115.32,38554.56,0.86
2026-04-20,BANKNIFTY26APR50100CE,7860,4948748.76,4962913.04,14164.28,12257.1,1907.18,0.04
2026-04-20,SENSEX26APR79900CE,6453,4542696.77,4636653.12,93956.35,11404.29,82552.06,1.82
2026-04-20,SENSEX26APR78400CE,9687,4782148.7,4846775.38,64626.69,11939.83,52686.86,1.1
2026-04-20,NIFTY26APR24400PE,6055,4581556.44,4675734.79,94178.35,11500.37,82677.98,1.8
2026-04-21,NIFTY26APR23600CE,6730,4607445.74,4644959.65,37513.91,11459.79,26054.12,0.57
2026-04-21,NIFTY26APR24500PE,4604,4495151.71,4539832.31,44680.6,11196.52,33484.08,0.74
2026-04-21,SENSEX26APR84900PE,4491,4582949.72,4760631.53,177681.81,11657.53,166024.28,3.62
2026-04-21,SENSEX26APR79100CE,9296,4070932.52,4098779.1,27846.58,10121.1,17725.48,0.44
2026-04-21,SENSEX26APR82300CE,3186,4533299.09,4568676.2,35377.11,11273.31,24103.8,0.53
2026-04-21,BANKNIFTY26APR52800PE,9107,4158527.89,4194521.44,35993.55,10351.76,25641.79,0.62
2026-04-21,BANKNIFTY26APR51500CE,4809,4099419.38,4090822.28,-8597.1,10124.14,-18721.24,-0.46
2026-04-21,SENSEX26APR83100PE,8420,4361786.07,4483336.01,121549.95,11009.69,110540.26,2.53
2026-04-21,BANKNIFTY26APR52100PE,1577,4400770.13,4528072.68,127302.55,11116.26,116186.29,2.64
2026-04-21,SENSEX26APR80400CE,8992,4319975.89,4297314.39,-22661.5,10641.26,-33302.76,-0.77
2026-04-21,SENSEX26APR77900PE,2332,4727242.57,4842112.73,114870.15,11897.15,102973.0,2.18
2026-04-21,BANKNIFTY26APR48300PE,3225,4215411.25,4245116.04,29704.79,10480.23,19224.56,0.46
2026-04-22,BANKNIFTY26APR51200PE,1269,4733696.71,4812369.97,78673.25,11846.4,66826.85,1.41
2026-04-22,SENSEX26APR81200PE,8074,4468537.03,4714635.54,246098.51,11501.81,234596.7,5.25
2026-04-22,BANKNIFTY26APR49300CE,5458,4137895.29,4224703.73,86808.44,10394.51,76413.93,1.85
2026-04-22,SENSEX26APR80500CE,3212,4658829.11,4729222.5,70393.4,11646.83,58746.57,1.26
